204193,259841,73336,258298,420850,153327,127926,416416,360141,379083,398175,174442,209463,274475,327302,262593,121920,261595,315778,405886,315075,251206,229024,328200,247844,76490,8580,239137,402452,438545,256454,288665,439912,307293,282804,254642,7545,438001,241495,315183,70380,400303,58680,334822,236715,286493,187841,217515,207973,455089,250083,267073,142680,193126,310657,311954,265430,457154,284728,323106,225912,307954,117113,406075,58778,289220,293838,227491,220394,220931,472538,405371,459304,244607,219560,257646,438084,164043,250068,243030,287026,249736,200740,227149,265689,94500,118884,235217,176823,306602,218914,77837,212391,115638,193872,205343,265676,430573,200993,282644,
625097,128200,362364,257959,282887,166046,170204,267448,44592,279098,161738,497597,282069,285078,70785,336624,266488,293586,209243,271711,235941,222209,297115,99644,303363,63183,283259,282683,286241,374021,67191,289778,304469,287416,317983,168938,433612,181088,264545,172848,282400,261085,232161,75376,310463,310121,252759,214282,273119,263851,273074,233768,294031,265955,288606,277782,427383,283080,397321,338978,200589,300536,418613,237250,261874,296788,314784,304775,279975,269276,95001,34443,35861,303472,267670,1768,194291,1092,289825,286173,279099,283308,170065,249287,288758,359844,280235,239738,265676,305919,304332,176829,127105,246170,173810,305031,237572,410835,123978,280158,
261726,107541,388012,238572,249865,54530,208870,233256,239321,192107,403909,35737,236155,415962,240758,240584,207339,295368,235552,243049,205164,227279,235228,251622,188331,177466,239079,199920,388456,220637,2606,241926,250542,267438,188162,236036,316931,261076,131307,232646,239738,217409,243783,216736,230055,148477,216914,405251,247829,101616,52254,279933,217431,240416,214597,251311,220598,159427,386734,224890,75881,203832,208060,232639,124988,188553,385541,269245,322544,264192,254931,236343,386777,84102,201518,252565,221289,239368,176717,245274,328404,274145,322691,266886,183222,412157,414218,28566,229699,238701,267234,225678,249382,226660,373472,259484,231068,226531,209907,240119,
271629,355171,241986,269118,281028,300269,241574,242029,252170,247213,277853,266386,255170,268554,267081,254730,261353,275721,65347,255324,96407,132437,272700,267622,216635,263838,273387,197010,255592,178993,186885,270629,270821,271940,255153,242542,44850,253412,256010,19802,249516,299402,230989,267285,231776,129124,241880,271915,267072,157816,243614,453063,243001,248310,273108,66585,260803,291971,229977,259312,225276,284517,247225,317673,220622,285695,35165,28554,24447,257568,385541,267095,263602,263529,249748,276254,268397,278138,249620,288870,264147,273659,247913,246539,238090,255472,253928,20239,260741,94534,281000,181088,111240,256309,243909,111207,253322,35752,217737,339809,
249321,350769,231916,255898,53294,265554,93334,235243,198638,241088,275288,243514,262862,244175,246413,207930,226523,41245,255211,235199,212608,237760,254802,8004,63843,248144,251643,246187,234587,239190,259301,257330,249516,236002,7959,245691,237525,256815,229669,268239,268973,224933,232802,224113,233290,269737,276428,263125,228709,106808,238196,264139,226262,235472,246374,149305,234937,101404,45560,242378,214199,214342,224531,251428,218431,259780,112766,264002,223135,248045,252025,85770,167899,215803,207842,257140,271098,266173,130235,224625,243098,254980,224573,190087,207044,235524,129983,74134,225292,40071,34714,234241,246466,241413,229114,270542,230301,231798,358583,201640,
354519,253087,351680,230553,298664,277730,25499,291900,187852,254121,151834,278387,134617,126649,242900,76628,193363,347789,241239,300579,182596,343078,463934,189411,88189,243665,232570,232322,214921,286090,139348,248353,211880,200971,238859,341308,286216,132773,241713,401842,255553,138632,212125,214359,231605,270200,173320,279130,76637,322178,186030,40975,191566,252569,350275,343939,160177,180511,242318,296337,216996,267153,246589,60854,127536,283973,93092,430779,117285,440632,219144,249959,305132,267208,89424,90708,131034,63537,208945,266981,267025,252994,192051,67251,246876,280888,245179,308580,224065,414459,471455,81519,424106,192227,270435,127596,392194,239125,152822,143476,
267280,162496,223114,245712,183963,270098,218999,229364,225858,236228,383071,286934,250799,253240,155308,248781,248632,235837,260439,254537,404966,133110,57459,247350,256901,325234,221223,247179,246848,309031,210070,258741,263528,25873,348403,148317,250523,145779,133279,10441,56151,216973,165383,223898,235529,198429,218476,16022,98554,259691,225878,351730,259864,180570,180466,255147,231321,87554,337189,104514,206361,70589,229806,137856,220620,263712,245413,165916,243039,246031,26794,63742,257087,185814,238468,401326,238693,269810,233323,243762,249277,253892,318003,206023,150443,228769,26149,228770,78469,247927,294924,224295,255619,35874,229923,211392,446902,239643,222354,251958,
454670,227475,201236,224866,246139,257671,33637,228212,204711,241574,122369,119012,249023,111176,242839,55823,180606,236167,233902,245522,210916,220675,377196,246232,239775,238646,194179,156661,242249,29742,257097,228525,223888,235785,331361,224088,252006,258594,185286,212223,238963,55850,232906,41855,222764,267862,216926,248047,245007,250302,230235,259488,227538,244127,247177,144248,111152,404180,200000,234820,203358,362821,218292,240456,258020,240319,222951,156064,107127,186374,70870,182371,238014,237247,234481,139924,85123,204674,204760,246562,271397,261776,238422,211312,215613,235358,237447,212823,220694,227330,136947,250706,236421,235617,208269,263303,249823,236978,201032,208768,
253447,263735,250827,247277,262590,294145,3584,219872,225268,258121,55984,248535,253847,268451,260072,41028,250628,249275,258171,254818,219102,98526,265798,248945,258018,265405,282303,226003,254684,278536,307294,262421,251516,254832,11202,72898,260784,277422,259592,280156,60595,52694,259276,235841,186223,293805,217192,275487,269805,260913,59727,287722,317137,248507,281793,267036,256053,268346,229769,267179,231967,274440,149251,258094,174736,279262,77094,288755,251617,261714,76712,378297,86357,267785,223655,257998,213405,273600,149574,275704,255159,9213,246487,237234,278259,111213,237818,225545,36875,282998,298846,241279,252252,167314,238767,292225,240503,248641,214287,263386,
267334,19939,238040,205865,49778,200116,201405,232676,122997,151393,401018,349991,26992,254816,128613,252751,277737,176851,289006,43828,113480,146450,454692,328050,155884,209031,153450,319793,124454,440373,252475,252992,390147,475919,278103,222545,364385,220866,222025,272864,211794,384168,226132,163329,218176,114090,247589,264244,97664,403618,230911,242709,273436,63790,67225,349801,306924,218521,231039,44809,243625,114242,127889,320293,56477,322377,135756,196261,229411,245772,603810,196741,251709,396647,231740,182244,309093,263840,63131,376823,246361,279621,142643,409646,61895,220940,147756,259674,266307,267483,284771,217881,245202,303284,143101,226884,250246,259548,89327,225580,
268370,73054,76194,344006,294,155885,39766,171817,50681,241458,278450,268779,242652,249073,132141,92698,182647,14766,144704,251226,87317,178080,106682,247801,87994,56598,23910,166525,346398,131080,262326,265841,176560,245483,296073,223503,270100,250265,227811,274904,253056,200510,237260,300194,219230,272949,207546,99712,177942,253440,3808,260187,215846,227059,308122,177280,168631,170059,439676,473263,326392,256489,204092,175470,223488,279396,196015,175974,250172,318808,239798,246150,512012,263290,222821,361031,110126,250469,235930,259220,245850,249273,165067,225689,18130,181193,116819,205368,249136,248354,275908,199991,6444,247318,229329,270003,217481,180674,205287,251901,
259039,254877,257860,243837,48837,299850,431210,213950,288171,229398,278138,123858,254687,0,248763,96058,369655,258696,289264,248386,97240,244683,58177,102441,141672,275821,255066,226331,10591,236039,250772,269636,264141,250003,79744,232542,152120,159136,38139,278118,260228,235356,46834,76368,237755,28956,224853,138777,221088,277639,216151,141476,65323,178242,333791,260988,45893,263616,214036,213179,217205,264435,582660,268036,225577,272348,87326,274317,285148,304495,248697,296180,237226,397083,217136,163141,214958,259666,233768,240413,245891,254361,245365,75607,61386,239447,24225,331155,237224,319249,277831,279872,261555,538412,162814,32581,257748,84066,60947,265699,
298768,109370,273886,279252,302359,321956,271564,277536,242163,277774,330364,131578,284416,292466,277189,265314,270382,232322,129069,293462,244159,280674,294081,14939,283228,307119,303443,192554,271815,96830,299029,241444,287917,277942,117661,276462,151491,295481,266598,307598,290641,108902,260121,261022,275887,275701,125625,298529,76437,97613,269181,286598,217588,188819,305936,1248,271280,291676,242848,284203,237846,93295,90319,126683,251686,308639,267339,297700,273020,179604,287822,268802,297841,308819,246997,286506,282991,299130,253824,297616,1518,298298,162879,249140,271714,102816,270486,255142,277358,21627,444493,263066,279755,279883,45053,315211,280153,260192,250257,237688,
241793,227464,389219,19672,152299,208378,230655,210285,355685,121884,232725,236164,213949,234157,287286,282053,225488,222955,203895,219169,191595,292027,180396,33736,34833,295155,183697,512087,218954,212992,229404,153670,125540,218585,331070,214065,43194,207012,367179,197744,283124,225610,307923,210445,129502,75776,314226,256915,121428,221714,165491,243031,87567,255750,96246,383100,197666,200007,199318,216023,277389,154619,169142,256603,290773,268905,289005,249785,228456,230797,369475,226136,57541,334357,9806,333925,127793,239156,213480,236500,219888,222304,79817,194446,598334,127845,119182,194711,323612,232934,77058,13927,197208,39779,189392,222919,233976,217736,429835,185870,
256799,249826,237733,236741,265078,278493,235253,234414,51027,217282,195759,253656,167351,252354,155576,207044,91188,230488,232713,24671,33456,108400,384993,35159,252395,377975,286886,75909,120619,234180,237675,132703,240929,238656,253014,239255,255322,249565,236422,219641,256498,213331,21531,220911,239151,560724,234607,279969,243118,254402,149971,269910,219293,248098,268985,246861,236353,261886,202655,228271,201459,267047,273626,236127,229620,409042,119133,273328,252784,230677,429954,249743,363530,59051,108765,254164,112804,101441,113532,254456,250628,5475,233310,339514,222717,245799,238877,224338,246391,246038,269674,199780,183394,233101,231845,273893,227112,246890,210136,239457,
269078,181215,43638,221714,269542,280025,249033,223120,234285,229149,284547,211883,263748,281066,253860,177735,252246,244769,254853,249190,220814,243792,102147,278464,251555,270470,502831,247971,304058,286886,42940,245853,260678,274337,241023,145782,259795,272732,226793,274177,267941,325166,406988,239281,225157,280541,551656,12193,267333,168511,86736,238029,292360,258744,273163,9495,246572,259768,16763,260806,210892,156757,128327,260992,240576,289298,255202,287542,245096,262130,564100,250204,272480,272914,233848,90044,269376,268199,159864,269640,258137,371862,0,70534,82499,33203,255437,195753,218349,276993,285267,244252,298158,240345,117389,49512,251136,259132,503660,38168,
349056,93014,75872,277714,119307,94892,383448,253047,134292,280393,307777,89942,285708,269554,264885,260743,163968,85451,95751,279257,248638,285002,252070,144666,265937,307378,274013,254170,481052,314390,196991,389403,80207,267713,34212,351507,265081,158484,82484,277124,203890,265471,278627,244058,260252,298160,191002,268055,251644,267011,245755,250112,277060,249706,273482,268356,252668,131614,371469,11978,442714,252644,143125,299684,344381,474704,109182,203584,34628,89512,314022,298518,285822,277127,71711,226973,268148,11948,249674,436958,210148,131013,263852,243337,386793,301741,284144,275325,195347,191449,146425,115376,155029,254416,134577,260837,254074,458060,230441,268585,
179758,416222,86216,238996,260655,284861,264655,229883,267801,251797,227867,268708,325990,240526,258805,163897,235279,237754,209984,237440,155832,231379,289887,71641,250753,263101,158086,235044,7052,239577,218742,80498,248088,241619,400647,237219,344047,426778,232171,182499,235862,104760,234050,211140,196375,273132,220556,250451,241062,249049,249098,411944,236895,245930,243855,90440,226925,266168,201639,233614,220401,501199,27512,225741,230545,166405,116656,256237,248706,240223,221505,239137,245774,263806,234973,238431,207457,257483,469418,243959,245163,247772,230764,457222,219857,255978,222035,114103,235418,250566,285185,224724,244222,236086,360178,268346,250468,240982,210899,267771,
264631,245109,219552,429812,262227,292957,246333,34300,202565,256076,290777,267284,105555,377131,263160,235608,242406,214047,244518,239870,215700,258120,83201,262793,266709,257127,263494,272947,85779,237782,259004,212246,237175,272818,235798,220911,362789,650077,242203,30585,78103,238451,241141,232915,159066,225635,218040,271798,182437,59583,231057,280342,244766,201078,5076,198752,221598,265708,215782,226918,59221,10572,115535,255945,224510,241440,279869,117282,128607,268685,260390,242952,270894,99630,215744,252301,242735,252795,221121,263074,253233,271195,230020,211307,225464,235339,237765,221428,202516,254408,64186,379145,254252,242853,46389,199371,254853,236970,217034,171043,
266592,265870,251933,202072,271006,282255,301732,214464,104300,250341,291942,467884,212317,163968,256753,263388,207788,176231,252571,418762,210044,78646,273558,260474,33554,263390,270295,255519,227123,240740,142237,262920,250142,265182,253617,348354,254496,160233,255101,142680,238184,238163,248410,17502,233088,278189,79689,273945,262567,251169,86199,116800,238002,247161,283024,297030,247608,263796,214999,351764,234855,270603,230020,196932,171762,266105,258332,289091,261749,259220,261212,256686,264540,273038,231784,2790,252261,24400,241313,268339,257439,12544,201981,247501,98400,255112,249908,5394,229811,229443,287663,224233,258201,15685,243394,270387,190948,250628,228291,115278,
286796,88022,55254,211711,173643,245939,181857,113914,269849,369393,205820,242693,81425,230067,239921,242817,243821,31270,242195,245457,137787,240554,260667,262376,22959,166392,260102,104251,242254,222773,240225,251215,243696,247931,229946,13131,252930,148964,285723,17402,248865,58884,173014,170456,230188,279982,231107,259937,122735,9416,280541,262342,221771,252164,250070,249264,228890,262942,216389,241798,209322,264738,41864,254544,205098,253835,33330,281258,219039,218278,304814,265740,247518,200927,230082,261523,239140,259743,144174,258524,238602,254357,239787,126077,235294,248661,228587,257771,237064,49937,267640,215823,252939,228448,92188,273510,339123,251470,151975,259846,
196188,261634,266261,276469,301044,497959,268769,276296,226633,277536,319134,290337,298873,287746,357762,281207,279962,392930,259458,164541,240987,246833,295852,290988,102246,276882,293169,268849,279914,166368,273435,171400,446457,265303,173582,259550,224375,223045,105243,34846,214549,106958,273712,2026,286870,480618,270460,189534,270897,269603,124320,39645,277900,268955,290514,289682,271414,299936,373409,265960,224629,364663,103436,134079,258802,286787,79222,307508,169233,310493,119560,272280,282642,290999,214436,291044,267252,291252,81727,192292,288457,372857,255052,21833,241521,100316,327706,247150,271166,291161,52105,261855,204770,280434,193152,311034,281192,160391,228722,178508,
285780,269183,71620,270186,290589,312022,255670,257973,119903,174389,303639,291402,280417,278413,282326,260818,271205,261113,260657,272574,227590,25295,297045,297451,275983,276496,288294,253900,256143,264194,277676,269391,200179,271373,176395,225406,264659,128547,249770,83276,97684,248101,174096,247557,17579,288429,74620,299438,72254,294426,265652,353198,251884,177951,284096,298779,257144,144795,173343,258724,301686,306891,244987,196817,129679,291432,262365,307326,264341,163542,126366,272600,285653,292887,242140,279518,271898,279035,38910,276996,131255,284764,258145,157043,43822,262713,267191,240276,67037,270254,307558,249042,272058,261432,246866,159768,264689,534942,250804,283471,
291711,267540,249990,261918,279967,273341,271072,271079,224985,271880,292643,274811,275546,286338,351363,255946,259366,264289,260841,272826,200939,271349,272951,283325,276003,289385,291461,225373,261700,276243,281551,283091,296266,253307,268173,254257,165604,282936,163156,283982,144930,56655,502915,237001,257717,294098,209153,289179,263129,290944,258402,294587,286410,259240,274581,280563,258622,83361,229783,264040,92935,298105,257750,275715,250126,177909,261561,45368,255479,262921,273588,273390,267506,269601,259147,273536,263425,272223,222920,263186,268820,286578,252899,245942,258704,246001,244540,229016,76347,219009,295007,246553,262086,272263,262831,189938,343312,264914,233068,282878,
284281,257657,243261,243887,384351,279115,87041,373692,168815,261615,275244,208026,267160,248426,42417,206565,246780,417492,304491,217059,140,222261,256731,274890,272964,270369,266977,228844,164990,245715,238022,255694,242230,250503,241155,390027,41002,271171,238987,286413,187980,235097,238293,85266,5839,134005,257264,61491,3300,261976,251011,312108,268269,186926,274893,55493,62228,267782,210791,19975,214153,231091,258979,44176,42741,272269,256256,280953,224825,241341,253548,249027,266358,380691,170284,254615,135657,59468,326947,267046,207643,253399,244398,233142,237338,245531,334627,226645,258310,256055,270274,229909,353427,241909,238075,90124,325541,218052,152055,267932,
299973,256855,113306,277050,105198,317557,261190,267215,88213,279940,314422,278505,269736,290745,273761,273936,266796,110311,269074,270488,256372,166914,295897,293832,298220,336503,292939,156398,271595,274735,232208,270401,286058,218668,273780,92196,411614,285758,265604,60267,284976,256446,35519,38892,266517,277591,254753,413646,281472,285902,258763,299499,248544,262333,293321,149186,265348,86887,241870,284364,182079,284990,255237,114089,363046,288977,261646,306466,65759,87524,3000,83856,269336,287556,233278,227510,284140,344611,244555,288047,275649,292201,193951,261524,133353,58383,189175,247613,100848,292568,9430,380732,177538,281932,251939,242541,274557,51114,238558,292830,
269142,259505,259755,275503,355940,301690,60446,255831,221156,253337,302320,264786,263444,72167,256856,248974,230647,6320,258847,272617,287060,261858,278479,281609,275221,289474,274608,246747,252312,255428,123565,267000,382511,281381,247254,262288,269828,153528,247284,289746,271882,76282,243391,241693,175684,289234,251102,275697,262126,275100,79162,274029,10023,249731,279538,273902,259725,293599,103882,274339,187832,132082,238153,249822,238942,189343,258216,297472,253921,87709,244279,260931,369880,296394,132020,271784,263426,273147,249752,287761,256624,276557,266565,243384,237204,275210,262990,228580,420792,270630,270291,237403,266710,271383,310778,289960,263793,267235,229198,122624,
154263,257190,224343,199447,272704,283111,240353,237583,204928,70830,229694,275965,252963,101524,259471,256933,245364,246719,221996,241626,205926,225399,277093,258892,252708,264235,268308,262471,215091,224326,250921,245692,249105,257935,57637,226405,260566,268394,252897,280300,256489,225771,233015,230827,230593,275692,230540,271051,239781,252082,247158,262764,216787,256100,248962,147321,236118,258978,204559,252140,214229,75170,230333,260846,248321,43771,235675,269579,126380,250058,268724,211162,147335,255340,247302,255360,258215,5745,297995,101226,245468,265008,49676,231577,228770,9549,229464,226282,255906,261712,60536,74964,264304,233486,245576,278686,240598,247433,213435,189622,
242541,62907,166254,412432,269578,117870,225126,203331,119511,237892,90870,297999,185137,386771,130877,17250,221005,240038,48650,226253,313161,231258,210362,251833,58555,232007,243470,59064,238247,229202,139501,80487,170523,242433,236581,212115,242941,210053,230018,87146,330080,222349,224964,218388,209147,293314,223955,247977,249097,239434,214782,246822,211509,41873,249862,222062,27318,49714,134509,251602,121275,108292,207895,250377,248256,153390,238588,63377,235969,125235,113991,237786,234315,369453,113064,121468,141236,270926,207112,360165,185546,135705,114374,243903,218744,218543,334379,229611,239452,396814,53582,228948,132248,237479,241082,281627,225168,353646,186528,240505,
187534,163663,255849,268386,279909,279918,233679,245086,222215,114620,299563,257677,276378,14778,282526,228662,241264,253880,267520,255432,214060,138386,461385,274577,279363,269282,286748,255111,252522,5760,278671,277552,242575,254994,255161,243698,261487,270914,221784,15903,246956,241063,243753,245049,240471,283489,239665,281082,249001,114641,251982,181344,249362,256526,272006,257055,39297,273128,29934,281887,56890,122007,117534,259129,239133,292668,256514,281548,264142,258545,259073,278653,249791,339261,245450,263224,149983,267363,256386,269122,258423,272241,253588,218824,211266,244266,309971,233166,251876,131750,227910,21096,262502,259436,241642,301497,248470,259192,228495,275572,
184745,103231,236885,259880,372378,298389,243044,256262,228580,256825,284403,260443,269076,264083,266476,244547,243250,264122,254298,284476,245609,247186,290134,275951,280378,273035,279146,235961,30686,3808,247489,328203,22629,246629,266252,6644,113639,276087,239712,286801,270386,40415,218580,166801,431388,273566,167474,286422,250569,198505,236520,281348,238488,161257,264995,270705,182166,281083,112031,309795,238123,224277,348475,52914,314416,327723,238522,284580,253320,258187,265841,245383,265289,267383,234699,257116,81768,278193,168036,260730,256837,275783,229907,228404,269683,222310,236977,3920,247005,279531,302405,235010,242186,257024,241859,463665,248688,58788,215271,275174,
257244,223887,152010,207890,240359,133515,211458,61381,187278,237128,215785,137309,332074,221407,164561,236452,221782,268425,147603,226262,280256,117157,205938,166555,237595,205194,245784,235709,238588,224878,153334,152442,131375,227339,156795,213208,100886,239882,235436,174905,300476,215015,207547,211759,202278,245758,199903,247893,184991,239938,117138,239399,106118,217366,246928,237614,148365,70977,465,236646,179554,245870,225588,225595,197093,62165,188605,45626,22185,219427,27630,263511,252608,257558,159943,109948,235340,150675,97807,75546,306971,228527,231451,176069,221599,288310,208383,72302,272830,235921,260747,204820,99032,262571,225213,255728,134951,115406,233731,231451,
253039,140593,229037,242264,207080,289328,225341,240369,225350,263183,290897,264464,258357,255083,257118,490865,237636,231676,231308,232202,82176,372302,364896,274252,263008,388693,158541,79063,245370,227051,113099,191742,64667,284897,230659,266847,268430,273042,160804,343452,145021,229417,236926,207219,232097,341892,263313,255532,277208,80122,250779,267292,7646,260332,285352,250290,356380,128898,242812,241290,218399,263588,218520,258048,269594,173697,193173,275516,257395,258523,244711,236895,239698,269727,220143,248325,185357,273403,231857,272931,253913,269023,281633,235603,227875,247967,99451,392026,348055,260201,280883,294818,269083,98005,12468,364560,321608,480918,225835,270901,
275551,257691,263003,246918,272777,274042,221794,183910,236527,182821,271271,254482,262439,271243,255248,245221,250411,222275,331046,348537,205649,248810,274350,260516,263926,263961,263408,77118,252502,247920,252596,256075,253934,283048,70638,239403,352497,281727,235569,269603,364637,230040,162519,64048,233082,280047,333516,268001,243494,276771,247046,282433,225838,258844,284764,254485,250357,57249,220948,196236,378493,274387,242224,269594,224192,259764,129678,135061,239568,66128,81055,241075,261809,259336,242729,263074,269329,270819,246979,260511,249909,296749,260499,226919,230482,261531,250016,217463,234213,260464,300607,131324,266983,378251,126237,287897,248131,247696,220129,265568,
262144,245257,407223,235475,262782,277230,216729,240237,219277,234148,266138,246739,252397,258168,64775,236680,239441,250037,227688,259910,201776,122432,415770,262411,257825,262988,249677,233894,249292,229343,245892,249928,126368,164600,244944,179671,254572,261008,248255,253764,252210,257851,220228,211392,220154,271663,128693,264758,246798,256418,228449,252908,130168,223689,252022,242238,230220,245048,215863,255334,63846,278894,230678,246045,219411,230583,226117,623746,33600,240300,251325,241550,75521,267515,239262,258803,243769,274534,213941,226815,245314,259187,233562,223156,85538,250589,245421,215223,223979,267532,276784,225145,261212,156026,214998,134726,49499,247021,212114,252871,
