116; 2; 582; 38; 3.432938; 0.349012
117; 211; 20; 4; 3.387104; 0.349333
118; 22; 81; 24; 3.284835; 0.359426
119; 41; 2; 556; 3.370715; 0.355079
120; 50; 200; 3; 3.432343; 0.377850
121; 50; 2; 196; 3.439689; 0.367282
122; 29; 10; 127; 3.419092; 0.352277
123; 2; 29; 571; 3.462230; 0.366294
124; 184; 11; 5; 3.446943; 0.352257
125; 29; 30; 5; 3.423533; 0.369018
126; 475; 4; 16; 3.360632; 0.345244
127; 5; 49; 59; 3.367869; 0.353150
128; 44; 87; 3; 3.419623; 0.335502
129; 10; 115; 10; 3.327770; 0.347744
130; 553; 24; 3; 3.391157; 0.361491
131; 2; 302; 67; 3.437198; 0.341599
132; 779; 6; 2; 3.429765; 0.350372
133; 960; 10; 3; 3.380711; 0.356892
134; 91; 20; 19; 3.352998; 0.374857
135; 14; 332; 4; 3.369868; 0.367805
136; 25; 172; 11; 3.390638; 0.340087
137; 9; 10; 186; 3.431928; 0.333348
138; 32; 218; 7; 3.347766; 0.374150
139; 184; 3; 5; 3.305367; 0.362507
140; 14; 149; 8; 3.290215; 0.356978
141; 10; 151; 30; 3.437970; 0.350895
142; 9; 267; 11; 3.398528; 0.335649
143; 101; 2; 29; 3.242950; 0.355562
144; 3; 35; 294; 3.420136; 0.349924
145; 8; 71; 4; 3.385756; 0.357587
146; 3; 231; 24; 3.347558; 0.351492
147; 428; 11; 6; 3.364185; 0.371527
148; 2; 20; 196; 3.304476; 0.356997
149; 356; 32; 4; 3.350507; 0.341698
150; 51; 41; 14; 3.323331; 0.363046
151; 4; 91; 85; 3.473094; 0.364308
152; 21; 488; 4; 3.315651; 0.344652
153; 2; 13; 669; 3.370239; 0.362689
154; 20; 183; 4; 3.426869; 0.351746
155; 2; 4; 658; 3.428897; 0.349420
156; 5; 530; 10; 3.409874; 0.352485
157; 2; 149; 166; 3.387120; 0.343410
158; 977; 21; 2; 3.541225; 0.364463
159; 39; 73; 3; 3.433186; 0.355899
160; 23; 12; 89; 3.396435; 0.337529
161; 7; 949; 3; 3.370360; 0.335348
162; 4; 49; 138; 3.411631; 0.354027
163; 703; 15; 3; 3.424236; 0.362814
164; 43; 10; 114; 3.366435; 0.348988
165; 20; 29; 38; 3.336640; 0.351409
166; 25; 70; 3; 3.442510; 0.360395
167; 5; 56; 120; 3.479794; 0.344870
168; 806; 2; 16; 3.427795; 0.347855
169; 4; 364; 30; 3.360635; 0.356941
170; 29; 141; 4; 3.455403; 0.341942
171; 19; 4; 413; 3.332226; 0.339096
172; 28; 149; 6; 3.447718; 0.356789
173; 394; 58; 2; 3.415854; 0.345632
174; 57; 64; 2; 3.340938; 0.362617
175; 49; 50; 7; 3.446526; 0.340161
176; 13; 3; 284; 3.377354; 0.347952
177; 242; 2; 46; 3.399355; 0.338195
178; 137; 13; 22; 3.442201; 0.351731
179; 2; 27; 11; 3.395309; 0.366512
180; 188; 75; 3; 3.435253; 0.342838
181; 3; 37; 369; 3.309561; 0.365095
182; 166; 16; 17; 3.451134; 0.341359
183; 3; 163; 2; 3.403506; 0.365272
184; 4; 15; 796; 3.234122; 0.351460
185; 2; 20; 679; 3.372991; 0.360181
186; 2; 323; 35; 3.387294; 0.364866
187; 2; 27; 702; 3.344651; 0.346948
188; 128; 11; 32; 3.376501; 0.345627
189; 53; 13; 29; 3.373357; 0.339562
190; 62; 19; 8; 3.351791; 0.367787
191; 23; 3; 232; 3.373185; 0.348056
192; 267; 5; 31; 3.434655; 0.376238
193; 477; 2; 6; 3.381689; 0.369047
194; 221; 13; 13; 3.347883; 0.361732
195; 90; 61; 3; 3.390249; 0.337500
196; 159; 28; 6; 3.347034; 0.374959
197; 251; 3; 26; 3.396486; 0.359593
198; 16; 9; 99; 3.438413; 0.350474
199; 77; 37; 12; 3.392862; 0.354386
200; 193; 6; 29; 3.291066; 0.344737
201; 31; 113; 6; 3.239565; 0.350429
202; 25; 496; 3; 3.362307; 0.341616
203; 2; 652; 28; 3.398133; 0.334998
204; 27; 51; 22; 3.373608; 0.353224
205; 5; 413; 8; 3.325866; 0.340871
206; 32; 6; 98; 3.306541; 0.348201
207; 2; 22; 499; 3.512864; 0.356984
208; 623; 7; 2; 3.428122; 0.381288
209; 26; 4; 70; 3.434787; 0.339116
210; 24; 15; 33; 3.347705; 0.343330
211; 10; 32; 109; 3.497196; 0.363340
212; 9; 185; 23; 3.394832; 0.361328
213; 11; 694; 2; 3.407760; 0.353433
214; 10; 316; 14; 3.391351; 0.357570
215; 36; 3; 26; 3.376551; 0.370942
216; 93; 3; 71; 3.378589; 0.355904
217; 26; 146; 13; 3.398012; 0.351746
218; 3; 11; 181; 3.481145; 0.353663
219; 13; 66; 31; 3.391312; 0.364292
220; 17; 10; 9; 3.355134; 0.359861
221; 19; 3; 337; 3.419576; 0.346718
222; 21; 7; 225; 3.416906; 0.352021
223; 9; 348; 5; 3.381241; 0.339709
224; 101; 2; 198; 3.367973; 0.374659
225; 33; 512; 2; 3.429384; 0.343946
226; 7; 30; 233; 3.324452; 0.374241
227; 111; 80; 2; 3.460498; 0.364346
228; 3; 225; 45; 3.398072; 0.354061
229; 22; 14; 135; 3.416472; 0.339112
230; 15; 129; 18; 3.315558; 0.370556
231; 19; 35; 2; 3.338709; 0.349161
232; 7; 177; 3; 3.359473; 0.357036
233; 33; 7; 119; 3.292078; 0.368394
234; 5; 137; 30; 3.421234; 0.350438
235; 154; 5; 49; 3.438412; 0.356003
236; 13; 3; 87; 3.387034; 0.341661
237; 6; 62; 6; 3.365375; 0.370563
238; 2; 18; 9; 3.369268; 0.355216
239; 145; 32; 2; 3.350364; 0.360543
240; 18; 613; 4; 3.355658; 0.351323
241; 9; 130; 42; 3.386105; 0.330835
242; 36; 191; 6; 3.394031; 0.355310
243; 12; 6; 641; 3.411835; 0.366326
244; 26; 209; 8; 3.302399; 0.404283
245; 85; 7; 48; 3.382157; 0.386424
246; 8; 2; 29; 3.486045; 0.382626
247; 434; 6; 2; 3.407300; 0.341937
248; 2; 143; 156; 3.427441; 0.340530
249; 34; 3; 454; 3.387528; 0.339734
250; 2; 6; 224; 3.454645; 0.342430
251; 123; 3; 54; 3.420008; 0.325285
252; 59; 2; 2; 3.443677; 0.311751
253; 44; 70; 11; 3.402042; 0.344135
254; 2; 14; 216; 3.420955; 0.355395
255; 7; 48; 58; 3.406574; 0.323193
256; 5; 131; 13; 3.412487; 0.318763
257; 26; 302; 2; 3.371857; 0.331294
258; 389; 6; 14; 3.394561; 0.315893
259; 64; 47; 12; 3.416355; 0.320518
260; 18; 21; 114; 3.393073; 0.318371
261; 47; 2; 265; 3.387966; 0.326761
262; 11; 251; 11; 3.381522; 0.340170
263; 37; 80; 5; 3.382267; 0.349274
264; 223; 7; 12; 3.389171; 0.317402
265; 20; 87; 8; 3.374230; 0.357943
266; 78; 75; 6; 3.397606; 0.344813
267; 13; 256; 5; 3.394510; 0.321423
268; 8; 137; 5; 3.405820; 0.307324
269; 3; 69; 98; 3.398386; 0.322830
270; 27; 6; 158; 3.372499; 0.311477
271; 3; 202; 40; 3.401235; 0.316707
272; 42; 72; 9; 3.452866; 0.311511
273; 91; 217; 2; 3.379452; 0.356216
274; 35; 31; 25; 3.374972; 0.326265
275; 7; 144; 30; 3.381989; 0.333317
276; 4; 91; 85; 3.369575; 0.319201
277; 40; 41; 28; 3.416102; 0.364186
278; 10; 51; 10; 3.386395; 0.301670
279; 50; 15; 44; 3.380663; 0.347351
280; 48; 18; 2; 3.382109; 0.315782
281; 5; 50; 43; 3.488278; 0.334538
282; 4; 14; 500; 3.373841; 0.320304
283; 9; 14; 366; 3.380904; 0.332242
284; 70; 3; 69; 3.392123; 0.326402
285; 584; 2; 35; 3.375685; 0.320019
286; 856; 5; 4; 3.378151; 0.311882
287; 4; 10; 782; 3.374370; 0.367599
288; 17; 4; 639; 3.382446; 0.306534
289; 6; 8; 447; 3.366809; 0.336297
290; 10; 758; 6; 3.375873; 0.323951
291; 13; 31; 123; 3.388986; 0.354784
292; 80; 40; 11; 3.409285; 0.313795
293; 7; 113; 62; 3.418102; 0.309216
294; 321; 13; 7; 3.382264; 0.364548
295; 165; 7; 32; 3.373413; 0.319932
296; 4; 20; 181; 3.370947; 0.361005
297; 913; 8; 5; 3.385617; 0.363632
298; 16; 700; 2; 3.389918; 0.326528
299; 20; 12; 160; 3.404582; 0.360788
300; 50; 43; 20; 3.369872; 0.333113
301; 5; 13; 295; 3.377036; 0.325218
302; 58; 146; 5; 3.396201; 0.302444
303; 66; 168; 4; 3.388295; 0.302340
304; 17; 68; 25; 3.433061; 0.329745
305; 8; 15; 82; 3.359514; 0.329746
306; 3; 12; 945; 3.480519; 0.356639
307; 4; 14; 98; 3.411789; 0.310683
308; 2; 19; 714; 3.428755; 0.325698
309; 157; 34; 7; 3.401611; 0.343078
310; 15; 28; 46; 3.397998; 0.338639
311; 6; 47; 69; 3.440511; 0.321984
312; 3; 69; 206; 3.408062; 0.343211
313; 96; 2; 35; 3.421474; 0.306066
314; 26; 67; 3; 3.390025; 0.336256
315; 11; 169; 14; 3.560893; 0.310694
316; 31; 2; 636; 3.395048; 0.325419
317; 41; 19; 6; 3.369187; 0.336474
318; 612; 4; 17; 3.391175; 0.332935
319; 6; 10; 436; 3.387530; 0.309949
320; 6; 162; 10; 3.623481; 0.381337
321; 77; 6; 4; 3.492402; 0.364588
322; 4; 619; 6; 3.405645; 0.356185
323; 4; 381; 30; 3.404938; 0.352386
324; 881; 6; 4; 3.370661; 0.315496
325; 281; 14; 5; 3.358393; 0.351915
326; 3; 40; 180; 3.399064; 0.358192
327; 25; 258; 3; 3.372889; 0.321919
328; 783; 11; 5; 3.409068; 0.332651
329; 4; 13; 949; 3.437090; 0.313562
330; 67; 2; 263; 3.453345; 0.328307
331; 7; 2; 847; 3.407417; 0.331868
332; 139; 2; 67; 3.375872; 0.312445
333; 125; 12; 11; 3.385409; 0.326662
334; 40; 8; 42; 3.406265; 0.322002
335; 164; 26; 2; 3.364233; 0.306743
336; 853; 3; 8; 3.480299; 0.329856
337; 133; 9; 11; 3.452959; 0.325075
338; 6; 59; 51; 3.464746; 0.343639
339; 5; 3; 815; 3.403839; 0.329609
340; 210; 62; 3; 3.440946; 0.348274
341; 5; 23; 37; 3.378236; 0.334057
342; 196; 16; 5; 3.404678; 0.315605
343; 3; 18; 399; 3.385148; 0.308023
344; 65; 324; 2; 3.377519; 0.319352
345; 16; 186; 12; 3.377125; 0.316517
346; 2; 261; 58; 3.376506; 0.346870
347; 275; 4; 17; 3.392549; 0.317015
348; 17; 12; 234; 3.367856; 0.345960
349; 45; 10; 91; 3.373001; 0.345610
350; 37; 11; 68; 3.377420; 0.325335
351; 131; 14; 6; 3.451225; 0.338130
352; 51; 10; 35; 3.387813; 0.317472
353; 2; 55; 312; 3.381079; 0.361361
354; 42; 153; 6; 3.402423; 0.310883
355; 41; 50; 16; 3.390051; 0.301220
356; 104; 17; 25; 3.471076; 0.314616
357; 288; 3; 47; 3.377395; 0.347390
358; 23; 213; 2; 3.385081; 0.353584
359; 7; 68; 97; 3.397990; 0.346846
360; 95; 4; 63; 3.386505; 0.306217
361; 5; 520; 7; 3.386175; 0.336065
362; 40; 2; 67; 3.382852; 0.359929
363; 3; 51; 162; 3.405922; 0.311061
364; 268; 2; 72; 3.386831; 0.359376
365; 92; 71; 3; 3.379679; 0.312295
366; 177; 136; 2; 3.378292; 0.321284
367; 15; 382; 8; 3.426853; 0.301514
368; 5; 815; 3; 3.377724; 0.333300
369; 32; 186; 3; 3.389509; 0.306172
370; 210; 13; 4; 3.402101; 0.304730
371; 2; 640; 31; 3.378033; 0.310465
372; 7; 750; 7; 3.391641; 0.342383
373; 2; 24; 681; 3.378828; 0.339144
374; 105; 4; 23; 3.376769; 0.320435
375; 10; 4; 87; 3.377505; 0.324715
376; 478; 3; 3; 3.403315; 0.364824
377; 665; 2; 22; 3.464027; 0.327763
378; 122; 9; 32; 3.379906; 0.321559
379; 2; 127; 97; 3.387851; 0.356729
380; 6; 9; 912; 3.394480; 0.361744
381; 191; 26; 7; 3.388467; 0.326243
382; 244; 10; 5; 3.389118; 0.328855
383; 2; 109; 146; 3.388252; 0.316002
384; 64; 364; 2; 3.368144; 0.314764
385; 407; 2; 53; 3.393997; 0.324333
386; 220; 6; 12; 3.373614; 0.335225
387; 161; 83; 3; 3.374840; 0.340227
388; 242; 10; 17; 3.401022; 0.319047
389; 2; 43; 101; 3.372842; 0.327250
390; 209; 27; 4; 3.381082; 0.343627
391; 35; 200; 2; 3.380155; 0.335617
392; 27; 66; 4; 3.367908; 0.336882
393; 16; 54; 24; 3.388048; 0.350724
394; 73; 4; 64; 3.375042; 0.332143
395; 9; 175; 18; 3.375469; 0.343673
396; 2; 33; 212; 3.377391; 0.347910
397; 2; 267; 86; 3.395335; 0.306094
398; 8; 62; 48; 3.389995; 0.329687
399; 8; 8; 339; 3.394591; 0.339636
400; 18; 67; 25; 3.387632; 0.325583
401; 10; 422; 4; 3.479910; 0.338637
402; 38; 5; 215; 3.376675; 0.329799
403; 114; 2; 171; 3.387652; 0.323209
404; 8; 399; 10; 3.378929; 0.321956
405; 6; 159; 12; 3.382418; 0.362601
406; 47; 192; 4; 3.377818; 0.319215
407; 4; 98; 110; 3.372439; 0.355681
408; 363; 6; 22; 3.419182; 0.360828
409; 12; 322; 12; 3.383007; 0.343312
410; 5; 92; 93; 3.392223; 0.325871
411; 72; 10; 39; 3.384078; 0.351408
412; 2; 583; 6; 3.381498; 0.353615
413; 470; 9; 5; 3.375234; 0.312959
414; 8; 134; 25; 3.388905; 0.374426
415; 41; 5; 223; 3.403167; 0.310862
416; 2; 229; 68; 3.376656; 0.347123
417; 26; 3; 93; 3.372036; 0.311090
418; 7; 3; 427; 3.376166; 0.308682
419; 4; 2; 581; 3.373162; 0.341627
420; 219; 33; 3; 3.472394; 0.348329
421; 3; 5; 267; 3.499891; 0.311199
422; 584; 5; 14; 3.391216; 0.329895
423; 39; 43; 6; 3.389221; 0.336101
424; 6; 16; 94; 3.315598; 0.300403
425; 5; 198; 19; 3.392296; 0.342728
426; 65; 281; 2; 3.390133; 0.344640
427; 105; 23; 14; 3.414590; 0.352968
428; 549; 45; 2; 3.420350; 0.324966
429; 2; 25; 425; 3.386783; 0.346073
430; 7; 865; 6; 3.390360; 0.316947
431; 278; 47; 3; 3.405594; 0.307126
432; 28; 358; 4; 3.419741; 0.321886
433; 64; 3; 184; 3.379757; 0.303729
434; 96; 5; 100; 3.461536; 0.349059
435; 16; 869; 3; 3.367890; 0.317276
436; 27; 4; 242; 3.375613; 0.315925
437; 4; 107; 51; 3.446602; 0.312773
438; 174; 2; 54; 3.372391; 0.348700
439; 20; 14; 157; 3.382537; 0.363816
440; 7; 21; 42; 3.383396; 0.312536
441; 68; 14; 37; 3.451053; 0.330949
442; 2; 515; 11; 3.392720; 0.316512
443; 9; 24; 86; 3.372979; 0.355215
444; 85; 268; 2; 3.373914; 0.321324
445; 2; 216; 95; 3.378003; 0.324706
446; 2; 38; 405; 3.382126; 0.310182
447; 2; 417; 39; 3.376912; 0.310237
448; 22; 480; 4; 3.411016; 0.321951
449; 107; 3; 127; 3.377236; 0.333961
450; 14; 24; 126; 3.389453; 0.331152
451; 11; 12; 293; 3.405658; 0.319986
452; 100; 27; 16; 3.374728; 0.348936
453; 155; 36; 3; 3.384044; 0.332971
454; 45; 4; 143; 3.390001; 0.318999
455; 35; 122; 2; 3.375304; 0.355299
456; 10; 392; 12; 3.393253; 0.305611
457; 9; 297; 8; 3.372658; 0.336324
458; 244; 2; 31; 3.421183; 0.311560
459; 38; 3; 312; 3.377133; 0.326320
460; 5; 28; 189; 3.393798; 0.317518
461; 4; 15; 757; 3.381601; 0.334462
462; 30; 2; 631; 3.377016; 0.313550
463; 391; 30; 4; 3.403906; 0.303482
464; 17; 493; 5; 3.397667; 0.341916
465; 41; 5; 219; 3.373786; 0.315282
466; 280; 13; 5; 3.385223; 0.334968
467; 96; 18; 24; 3.402943; 0.329218
468; 2; 345; 64; 3.405387; 0.351334
469; 26; 464; 4; 3.378513; 0.313104
470; 6; 15; 478; 3.383974; 0.352613
471; 4; 550; 16; 3.375592; 0.340739
472; 8; 187; 16; 3.399679; 0.359446
473; 12; 98; 16; 3.447461; 0.316708
474; 8; 3; 146; 3.375233; 0.304012
475; 11; 199; 14; 3.377358; 0.301866
476; 131; 76; 5; 3.441646; 0.329594
477; 7; 7; 640; 3.409433; 0.308647
478; 132; 140; 2; 3.406316; 0.312733
479; 6; 305; 5; 3.387674; 0.347912
480; 4; 13; 378; 3.383938; 0.322882
481; 125; 6; 33; 3.373905; 0.338445
482; 23; 40; 4; 3.383802; 0.355755
483; 18; 3; 762; 3.472650; 0.361060
484; 2; 163; 31; 3.396647; 0.313283
485; 38; 4; 244; 3.381390; 0.301928
486; 6; 80; 43; 3.397107; 0.309707
487; 82; 289; 2; 3.401438; 0.308319
488; 9; 16; 318; 3.489223; 0.310723
489; 4; 141; 82; 3.396468; 0.335911
490; 3; 884; 4; 3.384991; 0.326940
491; 3; 680; 2; 3.396342; 0.311382
492; 7; 700; 8; 3.382516; 0.322255
493; 12; 36; 34; 3.385766; 0.344535
494; 217; 4; 12; 3.372172; 0.337987
495; 3; 22; 315; 3.399489; 0.331438
496; 187; 3; 13; 3.459849; 0.365155
497; 37; 3; 46; 3.391441; 0.318650
498; 5; 306; 23; 3.375820; 0.365223
499; 4; 48; 64; 3.383035; 0.350887
500; 15; 2; 632; 3.376532; 0.303679
501; 2; 23; 424; 3.375767; 0.310100
502; 7; 133; 45; 3.376282; 0.319720
503; 9; 410; 9; 3.411086; 0.312728
504; 4; 215; 54; 3.378615; 0.326744
505; 27; 29; 54; 3.388302; 0.362051
506; 16; 9; 114; 3.382332; 0.345496
507; 302; 3; 35; 3.373537; 0.332215
508; 3; 67; 156; 3.440965; 0.311105
509; 14; 82; 43; 3.381478; 0.312718
510; 45; 14; 27; 3.424914; 0.302479
511; 13; 25; 15; 3.377909; 0.310431
512; 3; 600; 12; 3.404581; 0.314040
513; 12; 10; 211; 3.377276; 0.321463
514; 6; 16; 377; 3.377659; 0.316703
515; 326; 2; 12; 3.380906; 0.324723
516; 6; 313; 7; 3.472955; 0.352506
517; 19; 110; 13; 3.394802; 0.316617
518; 28; 13; 44; 3.370406; 0.332410
519; 300; 62; 2; 3.384651; 0.307237
520; 169; 35; 4; 3.380916; 0.325704
521; 11; 5; 94; 3.381427; 0.323079
522; 484; 14; 2; 3.376238; 0.357917
523; 17; 40; 2; 3.381168; 0.300562
524; 142; 14; 19; 3.392631; 0.300472
525; 828; 6; 8; 3.372457; 0.346277
526; 34; 2; 69; 3.394011; 0.314077
527; 35; 271; 4; 3.385030; 0.310274
528; 90; 3; 180; 3.387369; 0.312173
529; 108; 4; 75; 3.410807; 0.307003
530; 12; 38; 63; 3.400705; 0.331982
531; 2; 687; 36; 3.393295; 0.342873
532; 4; 62; 97; 3.407402; 0.358773
533; 30; 539; 2; 3.366491; 0.333575
534; 2; 14; 817; 3.365619; 0.318694
535; 95; 18; 29; 3.390931; 0.320884
536; 29; 419; 2; 3.368517; 0.365932
537; 14; 30; 28; 3.384958; 0.328378
538; 95; 3; 161; 3.470154; 0.333889
539; 350; 5; 17; 3.403232; 0.315261
540; 43; 6; 57; 3.493454; 0.328153
541; 77; 21; 8; 3.388022; 0.362043
542; 41; 47; 20; 3.386397; 0.344501
543; 28; 495; 3; 3.375668; 0.301950
544; 3; 86; 158; 3.386119; 0.307903
545; 4; 15; 128; 3.386555; 0.346199
546; 35; 10; 124; 3.370426; 0.356942
547; 119; 3; 44; 3.385982; 0.333833
548; 6; 233; 23; 3.375592; 0.305050
549; 9; 338; 13; 3.386064; 0.326790
550; 56; 51; 15; 3.382510; 0.343240
551; 37; 85; 7; 3.391097; 0.313261
552; 565; 3; 7; 3.387503; 0.310479
553; 3; 79; 139; 3.405736; 0.306222
554; 211; 3; 23; 3.370908; 0.339773
555; 156; 35; 2; 3.387571; 0.317038
556; 17; 70; 24; 3.381811; 0.314144
557; 26; 4; 57; 3.383286; 0.308244
558; 35; 24; 49; 3.391085; 0.359213
559; 2; 6; 41; 3.372306; 0.318647
560; 10; 504; 6; 3.393832; 0.321697
561; 20; 82; 12; 3.405172; 0.337931
562; 414; 24; 4; 3.381659; 0.317018
563; 144; 105; 2; 3.383594; 0.336661
564; 330; 2; 75; 3.390841; 0.306588
565; 3; 7; 37; 3.370042; 0.358517
566; 12; 32; 66; 3.374402; 0.301302
567; 5; 7; 865; 3.375993; 0.353674
568; 8; 37; 153; 3.406557; 0.361180
569; 373; 11; 2; 3.388813; 0.311941
570; 50; 12; 74; 3.378341; 0.325359
571; 147; 10; 8; 3.416012; 0.318980
572; 12; 349; 10; 3.395424; 0.312029
573; 10; 40; 8; 3.392644; 0.306925
574; 26; 3; 270; 3.375502; 0.337931
575; 3; 16; 87; 3.375674; 0.317445
576; 89; 2; 210; 3.453485; 0.354837
577; 113; 7; 59; 3.386852; 0.305425
578; 61; 23; 17; 3.492363; 0.356121
579; 179; 78; 2; 3.394145; 0.316126
580; 3; 183; 18; 3.454559; 0.336978
581; 840; 3; 15; 3.379374; 0.363801
582; 41; 79; 5; 3.388558; 0.328712
583; 552; 9; 6; 3.425244; 0.366847
584; 3; 46; 220; 3.383244; 0.328660
585; 54; 14; 42; 3.382888; 0.365944
586; 95; 3; 172; 3.380627; 0.323393
587; 16; 46; 64; 3.402149; 0.340911
588; 172; 59; 2; 3.390527; 0.324529
589; 2; 77; 142; 3.390268; 0.338491
590; 8; 93; 28; 3.371719; 0.340898
591; 299; 45; 2; 3.385748; 0.332019
592; 13; 4; 352; 3.402669; 0.307705
593; 120; 50; 8; 3.384916; 0.325703
594; 2; 118; 143; 3.400169; 0.319997
595; 31; 17; 91; 3.422273; 0.322965
596; 10; 452; 7; 3.387842; 0.367330
597; 2; 187; 126; 3.404930; 0.366837
598; 52; 52; 14; 3.486296; 0.325039
599; 9; 16; 50; 3.387270; 0.324485
600; 20; 9; 194; 3.377383; 0.360609
601; 9; 240; 13; 3.390051; 0.345018
602; 112; 13; 26; 3.375920; 0.304342
603; 7; 739; 7; 3.416712; 0.313388
604; 69; 42; 16; 3.369861; 0.333700
605; 301; 10; 9; 3.390875; 0.325448
606; 87; 6; 6; 3.382557; 0.345222
607; 88; 9; 29; 3.378130; 0.311947
